Gender,Married,Dependents,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Education_Not Graduate,Property_Area_Semiurban,Property_Area_Urban
0,1,0.0,1,7129.0,12703.0,673.0,180.0,0.0,0,0,1,0
1,0,0.0,0,7818.0,304.0,534.0,180.0,1.0,0,0,0,0
1,1,3.0,0,1801.0,6339.0,195.0,300.0,0.752571737953438,0,1,0,1
0,1,0.0,0,21651.0,8043.0,82.0,314.1662255161461,1.0,1,0,0,0
0,1,2.0,0,22164.0,4908.0,309.0,314.1662255161461,1.0,1,0,0,1
0,1,0.0,0,9006.0,11039.0,136.0,180.0,1.0,1,0,1,0
0,1,0.0,0,10201.0,10627.0,314.0,360.0,0.0,0,0,0,1
1,1,0.0,1,8462.0,2804.0,591.0,360.0,1.0,0,0,0,1
0,1,1.0,0,6929.0,10176.0,441.0,360.0,1.0,1,0,1,0
1,1,0.9619249074563723,0,17366.0,3936.0,281.0,300.0,1.0,1,0,0,0
1,1,0.0,0,8748.0,14790.0,637.0,300.0,0.0,0,1,0,0
1,1,0.0,0,21329.0,712.0,496.0,360.0,1.0,1,0,0,1
0,1,0.0,0,3703.0,6848.0,178.0,360.0,1.0,0,0,0,1
1,1,1.0,1,20718.0,11087.0,320.0,360.0,1.0,1,1,1,0
1,1,0.0,0,3979.0,9873.0,138.0,360.0,1.0,0,0,0,0
0,1,3.0,0,22740.0,9525.0,515.0,180.0,0.0,0,0,0,1
1,0,1.0,0,11886.0,11390.0,219.0,360.0,1.0,1,0,1,0
0,1,1.0,0,1934.0,8366.0,177.0,360.0,0.0,0,0,0,1
1,0,0.0,0,11730.0,3205.0,223.0,360.0,1.0,1,1,1,0
0,0,0.9619249074563723,0,3206.0,5185.0,75.0,360.0,1.0,0,0,0,1
0,1,0.0,0,7225.0,9608.0,622.0,314.1662255161461,1.0,0,0,0,1
1,1,0.0,0,19788.0,10179.0,560.0,360.0,0.0,0,0,0,1
1,1,2.0,0,24902.0,14614.0,537.0,300.0,1.0,0,0,0,1
1,1,1.0,0,5459.0,13045.0,628.0,360.0,1.0,0,0,0,1
1,0,0.0,0,16021.0,6506.0,455.0,360.0,1.0,1,0,1,0
0,0,0.0,0,12643.0,1772.0,75.0,180.0,0.0,0,1,0,1
1,1,2.0,0,8325.0,12458.0,132.0,240.0,1.0,1,1,0,1
0,1,0.0,0,7847.0,1074.0,413.0,360.0,1.0,1,0,0,1
1,1,3.0,1,14341.0,5447.0,416.0,360.0,1.0,1,0,0,0
0,1,1.0,0,24040.0,12952.0,109.0,360.0,1.0,1,1,1,0
0,0,0.0,0,4213.0,8783.0,600.0,180.0,1.0,0,0,0,0
0,1,1.0,0,13061.0,11170.0,684.0,360.0,0.0,0,0,1,0
1,1,0.0,0,24078.0,5264.0,341.0,360.0,1.0,1,0,0,1
1,1,2.0,0,14287.0,14609.0,240.0,180.0,0.752571737953438,0,1,0,1
1,1,1.0,0,8012.0,7322.0,510.0,360.0,1.0,0,1,1,0
0,1,0.0,0,24751.0,12174.0,282.0,360.0,1.0,1,0,1,0
0,1,1.0,0,21611.0,6651.0,523.0,360.0,1.0,0,0,0,0
0,1,0.9619249074563723,0,12096.0,2410.0,454.0,314.1662255161461,1.0,1,0,0,0
1,0,0.0,0,21430.0,13636.0,320.0,360.0,1.0,1,0,1,0
0,1,3.0,0,16682.0,9039.0,183.0,300.0,1.0,1,0,1,0
0,0,0.0,0,20187.0,14990.0,220.0,360.0,1.0,1,1,0,1
1,0,0.0,0,21565.0,6441.0,464.0,240.0,1.0,1,0,0,1
1,0,0.0,0,4721.0,8685.0,77.0,360.0,1.0,1,1,0,0
0,1,0.0,0,22258.0,8737.0,185.0,360.0,1.0,1,0,0,1
0,1,0.0,0,2582.0,14639.0,454.0,240.0,0.0,0,0,1,0
0,1,0.0,0,10137.0,13778.0,554.0,240.0,1.0,0,0,1,0
1,1,3.0,0,14623.0,13191.0,290.0,240.0,1.0,1,0,1,0
0,1,3.0,0,14542.0,10478.0,493.0,240.0,0.752571737953438,0,0,0,1
1,1,2.0,0,15633.0,10889.0,483.0,360.0,1.0,1,1,0,0
1,1,0.0,0,19476.0,12029.0,277.0,360.0,0.0,0,1,1,0
1,0,0.0,0,7108.0,9732.0,558.0,360.0,0.0,0,0,1,0
0,1,0.0,0,7026.0,9075.0,352.0,300.0,1.0,1,0,0,1
0,1,2.0,0,23063.0,3956.0,83.0,360.0,0.0,0,1,0,1
0,1,3.0,0,7972.0,6553.0,51.0,300.0,1.0,1,0,1,0
1,0,0.0,0,4275.0,6869.0,411.0,360.0,1.0,1,0,1,0
0,0,0.0,0,17328.0,7531.0,244.0,180.0,1.0,1,0,0,0
1,1,1.0,0,13508.0,3094.0,655.0,360.0,1.0,0,1,0,0
0,1,0.0,1,19474.0,2365.0,357.0,360.0,1.0,1,0,1,0
1,1,0.0,1,23888.0,6668.0,696.0,180.0,0.0,0,0,0,0
1,1,1.0,0,16555.0,5000.0,299.0,360.0,1.0,1,1,0,1
1,1,2.0,0,20115.0,7920.0,196.0,300.0,0.0,0,0,0,0
1,1,0.0,0,6618.0,3347.0,395.0,180.0,0.0,0,0,0,1
0,1,0.0,0,24338.0,11263.0,397.0,360.0,1.0,1,0,0,1
0,1,0.9619249074563723,1,9460.0,3675.0,303.0,300.0,1.0,1,1,0,1
1,1,0.0,0,19445.0,12907.0,448.0,180.0,0.0,0,0,0,0
0,0,0.0,0,13964.0,952.0,383.0,180.0,1.0,1,0,0,1
1,1,0.0,1,21530.0,3300.0,225.0,360.0,0.0,0,0,0,1
0,1,0.0,1,9096.0,11927.0,174.0,360.0,1.0,1,0,1,0
0,0,0.0,1,8740.0,3179.0,447.0,180.0,0.0,0,0,0,1
0,1,3.0,1,6442.0,11155.0,180.0,300.0,1.0,1,0,0,0
1,1,0.0,0,21122.0,12219.0,611.0,360.0,0.0,0,0,1,0
0,0,0.0,0,15036.0,3247.0,654.0,360.0,1.0,0,0,0,0
0,1,2.0,0,3100.0,4415.0,456.0,360.0,1.0,0,0,0,1
1,1,1.0,0,7200.0,3357.0,383.0,360.0,0.752571737953438,0,0,0,1
1,0,3.0,0,7571.0,13163.0,69.0,180.0,1.0,1,0,0,0
0,1,3.0,0,11748.0,6472.0,254.0,180.0,1.0,1,0,0,0
0,1,0.0,0,14023.0,5996.0,652.0,360.0,1.0,0,1,0,1
0,0,2.0,0,18593.0,4848.0,404.0,300.0,1.0,1,0,1,0
0,0,1.0,0,20855.0,10896.0,222.0,360.0,1.0,1,0,0,0
0,1,0.9619249074563723,0,18677.0,5475.0,238.0,180.0,1.0,1,0,0,1
1,1,1.0,1,20983.0,1037.0,51.0,360.0,0.0,0,0,0,0
1,1,0.9619249074563723,0,12547.0,8262.0,217.0,360.0,1.0,1,0,0,1
1,1,2.0,0,23914.0,11066.0,417.0,300.0,1.0,1,0,0,0
0,1,0.0,0,7265.0,7008.0,585.0,360.0,0.0,0,0,1,0
1,1,1.0,0,1526.0,5931.0,629.0,360.0,1.0,0,1,0,1
0,1,0.9619249074563723,0,8193.0,5642.0,419.0,360.0,1.0,1,1,1,0
0,1,3.0,0,23206.0,105.0,645.0,360.0,0.752571737953438,0,0,1,0
0,1,0.0,1,23835.0,769.0,486.0,360.0,1.0,1,0,0,0
1,1,2.0,0,20985.0,10201.0,256.0,360.0,1.0,1,1,1,0
0,0,0.0,0,8109.0,2940.0,98.0,300.0,1.0,1,0,1,0
1,1,0.0,0,10814.0,14531.0,593.0,180.0,1.0,0,0,1,0
0,1,0.0,0,17758.0,10384.0,178.0,360.0,0.0,0,1,0,1
1,0,0.0,0,6809.0,7899.0,496.0,240.0,1.0,1,0,0,1
1,1,3.0,0,1511.0,13661.0,663.0,360.0,0.0,0,0,1,0
0,1,0.0,0,16889.0,11687.0,84.0,360.0,1.0,1,0,1,0
1,1,3.0,1,23297.0,6614.0,248.0,360.0,1.0,1,0,0,1
1,1,0.0,0,15171.0,5805.0,126.0,360.0,1.0,1,0,0,0
0,1,0.0,0,7274.0,12503.0,418.0,300.0,1.0,1,0,1,0
0,1,0.0,0,18063.0,13404.0,575.0,360.0,0.752571737953438,0,0,1,0
0,1,0.0,0,2296.0,4355.0,398.0,240.0,1.0,0,0,0,1
0,1,0.0,1,8779.0,933.0,555.0,360.0,0.0,0,0,1,0
0,0,0.0,0,8688.0,8766.0,692.0,360.0,1.0,0,0,0,0
1,1,1.0,0,3524.0,5660.0,287.0,180.0,1.0,0,0,0,0
1,0,0.0,0,9166.0,5906.0,329.0,360.0,0.752571737953438,0,0,0,1
1,0,0.0,0,4717.0,12122.0,626.0,360.0,0.752571737953438,0,0,1,0
0,1,0.0,0,8084.0,12572.0,481.0,360.0,1.0,1,1,0,0
0,1,3.0,0,6785.0,12279.0,187.0,360.0,1.0,1,1,1,0
1,1,3.0,0,8870.0,10723.0,318.0,300.0,1.0,1,1,0,1
1,1,1.0,1,19403.0,6050.0,250.0,360.0,1.0,1,1,0,0
0,1,0.0,0,24495.0,10611.0,191.0,360.0,1.0,1,0,0,1
1,0,0.0,0,8356.0,8261.0,661.0,300.0,1.0,0,1,0,1
0,1,0.9619249074563723,1,3932.0,4474.0,699.0,360.0,1.0,0,0,0,1
0,1,0.0,1,24341.0,9494.0,660.0,360.0,0.752571737953438,0,0,0,1
0,1,0.0,0,6366.0,12006.0,404.0,360.0,1.0,1,0,1,0
1,1,0.0,0,15066.0,10541.0,627.0,360.0,1.0,0,0,0,1
0,1,0.0,0,6554.0,254.0,378.0,360.0,1.0,1,0,0,0
0,1,0.0,1,10608.0,9899.0,608.0,360.0,1.0,0,1,1,0
0,1,2.0,0,19954.0,7087.0,280.0,300.0,1.0,1,0,1,0
0,1,0.0,1,3281.0,4787.0,357.0,360.0,1.0,0,0,1,0
0,1,1.0,0,19400.0,13575.0,195.0,360.0,1.0,1,0,0,0
0,0,0.0,0,12562.0,7862.0,201.0,360.0,1.0,1,0,1,0
1,0,0.0,0,13274.0,9025.0,189.0,360.0,1.0,1,0,0,0
0,0,3.0,0,23375.0,10956.0,70.0,300.0,1.0,1,0,0,0
0,1,0.0,0,23833.0,10663.0,303.0,360.0,0.0,0,0,0,0
1,1,3.0,0,17458.0,6356.0,113.0,360.0,1.0,1,0,1,0
0,1,1.0,0,21174.0,3742.0,267.0,360.0,1.0,1,1,0,0
0,0,0.0,0,22454.0,2035.0,121.0,360.0,1.0,1,0,1,0
0,1,0.9619249074563723,0,11138.0,1967.0,211.0,180.0,0.752571737953438,0,0,0,1
1,1,0.0,1,2879.0,8291.0,179.0,360.0,1.0,0,0,0,1
1,0,3.0,1,11175.0,1852.0,630.0,360.0,1.0,0,0,0,0
0,1,0.0,0,11766.0,3183.0,274.0,360.0,1.0,1,1,0,1
0,1,3.0,0,18684.0,10547.0,629.0,360.0,0.0,0,0,0,0
1,0,0.0,0,16695.0,6618.0,503.0,360.0,1.0,0,0,0,1
0,1,1.0,0,12429.0,13859.0,433.0,360.0,1.0,1,1,1,0
0,1,2.0,0,6767.0,8303.0,156.0,300.0,0.0,0,0,0,0
0,0,3.0,0,21379.0,11350.0,670.0,360.0,1.0,0,0,0,1
0,1,3.0,0,4757.0,182.0,152.0,300.0,0.0,0,0,0,0
1,1,3.0,0,24442.0,6740.0,190.0,360.0,1.0,1,1,0,0
1,1,3.0,0,13569.0,12044.0,626.0,240.0,0.0,0,1,1,0
1,1,0.0,0,2481.0,164.0,183.0,360.0,0.0,0,0,1,0
0,0,0.0,1,12168.0,6958.0,248.0,180.0,1.0,1,0,0,1
1,1,0.0,0,19972.0,2137.0,559.0,360.0,1.0,0,0,1,0
1,1,0.0,1,20836.0,10215.0,128.0,360.0,0.0,0,0,0,1
1,1,0.0,1,13156.0,454.0,531.0,180.0,1.0,0,1,1,0
0,1,1.0,0,20010.0,2285.0,561.0,360.0,1.0,0,0,0,0
0,0,0.0,0,22696.0,14310.0,299.0,360.0,1.0,1,1,1,0
1,0,2.0,0,9563.0,14869.0,648.0,360.0,1.0,0,0,0,0
1,1,0.0,0,21745.0,7846.0,649.0,360.0,1.0,0,0,1,0
0,1,0.0,0,23787.0,4822.0,532.0,360.0,1.0,0,0,0,1
1,1,1.0,0,20475.0,14393.0,221.0,360.0,1.0,1,0,1,0
1,1,2.0,0,11165.0,541.0,66.0,360.0,0.752571737953438,0,1,0,0
1,0,2.0,0,21206.0,6033.0,343.0,360.0,1.0,1,0,0,1
1,1,1.0,0,7937.0,13309.0,443.0,360.0,0.0,0,0,0,0
1,1,0.0,0,11875.0,2665.0,547.0,360.0,1.0,0,1,1,0
0,1,1.0,0,4361.0,10641.0,268.0,360.0,0.0,0,1,0,1
1,0,0.0,1,14342.0,7149.0,283.0,300.0,1.0,1,0,1,0
0,1,0.0,0,19539.0,13129.0,439.0,360.0,1.0,1,0,1,0
1,1,0.0,0,19639.0,5798.0,297.0,300.0,1.0,1,0,0,1
0,0,0.0,0,7727.0,12125.0,101.0,180.0,1.0,1,0,0,0
0,1,0.0,1,22522.0,5785.0,64.0,300.0,1.0,1,1,0,0
1,1,0.9619249074563723,0,12924.0,11078.0,373.0,240.0,0.0,0,1,0,0
0,0,0.9619249074563723,0,11143.0,4614.0,490.0,180.0,1.0,1,0,0,0
1,0,0.0,0,11810.0,4292.0,161.0,360.0,1.0,1,0,0,0
0,1,0.0,0,20451.0,12096.0,56.0,360.0,0.0,0,0,0,0
1,1,0.0,1,16733.0,6189.0,612.0,360.0,0.752571737953438,0,1,0,1
1,1,0.0,0,14700.0,6673.0,294.0,314.1662255161461,1.0,1,0,1,0
1,0,3.0,0,21007.0,13708.0,497.0,314.1662255161461,0.752571737953438,0,0,0,1
0,1,0.0,0,23048.0,1688.0,414.0,180.0,0.0,0,0,1,0
0,1,2.0,0,12032.0,5095.0,416.0,300.0,1.0,1,0,0,0
0,1,0.0,1,24965.0,14409.0,336.0,300.0,1.0,1,0,0,1
1,0,0.9619249074563723,0,22791.0,7583.0,653.0,360.0,1.0,0,0,1,0
0,1,0.0,0,11180.0,7824.0,155.0,180.0,1.0,1,1,1,0
1,1,2.0,1,22846.0,1637.0,62.0,360.0,0.752571737953438,0,1,0,1
0,0,0.0,0,12119.0,14670.0,195.0,360.0,1.0,1,1,0,1
1,1,1.0,0,8650.0,5966.0,527.0,360.0,1.0,0,0,1,0
1,1,0.0,1,3266.0,12920.0,680.0,360.0,1.0,0,0,0,1
1,1,0.0,0,5049.0,4670.0,164.0,180.0,1.0,1,0,1,0
1,1,3.0,1,20193.0,14631.0,558.0,360.0,1.0,0,0,1,0
0,1,3.0,0,11134.0,12274.0,201.0,300.0,1.0,1,1,1,0
1,1,3.0,0,3476.0,5203.0,106.0,360.0,1.0,0,0,0,1
0,0,1.0,0,17060.0,5134.0,431.0,360.0,1.0,1,0,1,0
1,1,3.0,0,13665.0,1890.0,206.0,240.0,1.0,1,1,0,1
0,1,0.0,0,3990.0,3205.0,182.0,180.0,0.0,0,1,0,0
1,1,0.0,0,13495.0,8669.0,212.0,360.0,1.0,1,0,1,0
1,1,0.0,1,22265.0,14968.0,324.0,360.0,1.0,1,0,0,0
0,1,1.0,0,13519.0,2366.0,126.0,360.0,1.0,1,0,0,0
1,1,0.0,0,23871.0,7559.0,93.0,300.0,1.0,1,0,0,0
1,0,0.0,0,8925.0,2526.0,599.0,180.0,1.0,0,0,1,0
0,1,1.0,0,14357.0,7807.0,367.0,360.0,1.0,1,0,0,1
0,1,3.0,0,21503.0,14703.0,583.0,360.0,1.0,0,1,1,0
1,0,0.0,0,23944.0,366.0,634.0,300.0,1.0,0,0,0,1
1,0,0.0,1,10189.0,10028.0,203.0,180.0,1.0,1,0,0,0
0,0,0.0,0,5476.0,6521.0,286.0,240.0,1.0,1,0,1,0
1,1,0.0,1,15705.0,9907.0,566.0,360.0,0.752571737953438,0,0,1,0
1,0,0.0,0,2204.0,6606.0,270.0,300.0,0.0,0,1,0,0
1,1,1.0,1,6952.0,13905.0,359.0,240.0,0.0,0,0,0,1
0,1,1.0,1,14349.0,12.0,647.0,180.0,1.0,0,0,0,0
0,1,2.0,0,7594.0,8727.0,226.0,360.0,1.0,1,0,0,1
1,1,0.0,0,5181.0,3239.0,269.0,300.0,0.0,0,1,0,1
1,1,3.0,0,22022.0,2317.0,87.0,180.0,1.0,1,0,0,1
1,1,0.0,0,19800.0,4042.0,480.0,300.0,1.0,1,1,0,0
0,0,1.0,0,11066.0,7485.0,252.0,360.0,1.0,1,0,1,0
1,1,3.0,1,9001.0,375.0,497.0,360.0,1.0,1,0,0,0
1,1,0.0,0,3345.0,9916.0,544.0,360.0,1.0,0,0,0,1
0,1,0.0,0,22538.0,256.0,174.0,360.0,0.0,0,1,1,0
1,0,3.0,0,7913.0,10456.0,114.0,360.0,0.0,0,1,1,0
0,1,0.0,0,9490.0,449.0,293.0,360.0,0.0,0,0,1,0
1,1,2.0,0,11128.0,9085.0,576.0,360.0,1.0,0,0,0,1
1,0,0.0,0,14730.0,3212.0,275.0,240.0,1.0,1,0,1,0
1,0,2.0,1,20974.0,9376.0,514.0,360.0,1.0,0,0,0,0
0,1,0.0,0,19254.0,6175.0,692.0,360.0,0.0,0,0,0,1
0,0,0.0,0,19812.0,5943.0,342.0,300.0,0.0,0,1,1,0
0,0,1.0,0,3136.0,11415.0,430.0,360.0,1.0,0,1,0,1
1,0,0.0,0,24064.0,8026.0,674.0,360.0,1.0,0,0,1,0
0,1,0.0,1,19727.0,13571.0,215.0,360.0,1.0,1,0,0,1
1,0,0.0,1,16207.0,7446.0,267.0,360.0,0.0,0,1,0,1
1,1,0.0,0,18715.0,1308.0,324.0,360.0,0.0,0,1,0,0
0,1,0.0,0,7038.0,12897.0,101.0,360.0,0.0,0,0,0,0
1,1,0.0,1,23199.0,9108.0,423.0,314.1662255161461,1.0,1,0,0,0
1,1,3.0,0,11817.0,14877.0,412.0,360.0,1.0,1,0,0,0
1,1,0.0,0,13954.0,13913.0,616.0,360.0,0.752571737953438,0,0,0,0
1,0,1.0,0,16949.0,8339.0,63.0,240.0,1.0,1,0,1,0
1,1,0.0,0,9955.0,12943.0,389.0,360.0,0.0,0,0,0,0
0,1,0.0,0,23211.0,10306.0,651.0,360.0,1.0,0,0,1,0
1,1,3.0,0,16559.0,4016.0,588.0,300.0,1.0,0,0,1,0
0,1,0.0,0,17130.0,3940.0,138.0,360.0,1.0,1,0,0,0
0,1,0.9619249074563723,0,2786.0,6713.0,90.0,300.0,1.0,0,0,0,1
1,1,0.0,0,3029.0,4071.0,353.0,360.0,0.0,0,1,0,0
1,1,2.0,0,11500.0,8107.0,317.0,180.0,0.0,0,1,0,1
1,1,1.0,0,8155.0,5912.0,187.0,360.0,1.0,1,0,0,0
0,1,3.0,0,3377.0,13590.0,55.0,360.0,1.0,0,0,1,0
1,1,1.0,0,11441.0,10987.0,291.0,180.0,1.0,1,0,1,0
0,0,1.0,0,23315.0,442.0,211.0,314.1662255161461,1.0,1,0,0,1
1,1,0.0,0,20362.0,2944.0,567.0,240.0,1.0,0,0,0,0
0,1,0.0,1,14555.0,3936.0,450.0,180.0,1.0,1,0,0,1
1,0,3.0,0,17984.0,398.0,205.0,314.1662255161461,0.0,0,0,1,0
1,0,0.0,0,4587.0,9343.0,134.0,360.0,0.752571737953438,0,0,1,0
0,0,0.0,0,7328.0,14817.0,59.0,360.0,1.0,1,1,0,1
0,1,2.0,0,20175.0,11984.0,187.0,360.0,1.0,1,0,1,0
1,1,0.0,0,23351.0,2995.0,205.0,180.0,1.0,1,0,0,1
0,1,0.9619249074563723,0,18577.0,6329.0,457.0,240.0,1.0,1,1,1,0
0,0,2.0,1,23670.0,2216.0,274.0,180.0,1.0,1,0,1,0
0,0,1.0,0,6906.0,1707.0,629.0,300.0,1.0,0,0,0,1
0,1,3.0,0,12932.0,11523.0,233.0,180.0,1.0,1,0,0,1
1,1,0.0,0,4991.0,10179.0,244.0,360.0,1.0,1,0,0,0
1,0,0.0,0,14858.0,5766.0,603.0,360.0,1.0,0,0,0,0
1,0,1.0,0,14854.0,5677.0,445.0,300.0,0.0,0,0,0,1
0,1,0.0,0,4892.0,12794.0,645.0,360.0,1.0,0,0,0,1
0,0,2.0,1,3768.0,2568.0,183.0,360.0,0.0,0,0,1,0
1,1,3.0,0,7132.0,7638.0,358.0,360.0,1.0,1,0,0,1
1,1,0.0,0,5283.0,160.0,591.0,360.0,1.0,0,0,1,0
0,0,0.0,0,15979.0,12627.0,58.0,180.0,1.0,1,0,1,0
0,1,0.9619249074563723,0,16887.0,8067.0,219.0,360.0,0.0,0,0,0,1
0,1,0.0,0,23857.0,3904.0,339.0,300.0,1.0,1,0,0,0
1,0,1.0,0,7469.0,3573.0,217.0,360.0,1.0,1,1,0,0
1,1,0.0,0,10481.0,11369.0,393.0,180.0,1.0,1,0,1,0
1,0,3.0,1,22532.0,1825.0,546.0,180.0,1.0,0,0,0,0
0,1,1.0,0,22823.0,13786.0,194.0,180.0,1.0,1,1,1,0
1,1,2.0,0,10350.0,12116.0,462.0,300.0,0.0,0,0,1,0
0,1,3.0,0,16672.0,9815.0,637.0,360.0,1.0,0,0,0,1
1,1,0.0,0,18902.0,5582.0,506.0,360.0,1.0,0,1,0,0
0,1,0.0,0,19837.0,13794.0,351.0,360.0,1.0,1,1,1,0
0,1,3.0,0,5157.0,1176.0,95.0,300.0,1.0,1,0,0,1
0,0,0.0,0,22730.0,4918.0,66.0,314.1662255161461,1.0,1,0,0,0
1,0,2.0,0,20180.0,11912.0,627.0,360.0,1.0,0,0,0,0
1,1,3.0,0,18658.0,4880.0,409.0,180.0,0.0,0,1,1,0
1,1,1.0,0,20695.0,3220.0,310.0,360.0,1.0,1,0,0,1
0,1,2.0,0,11072.0,11451.0,172.0,360.0,0.0,0,0,0,0
0,1,3.0,0,4682.0,7820.0,280.0,180.0,1.0,1,1,1,0
0,0,3.0,0,14479.0,130.0,686.0,360.0,0.0,0,0,1,0
0,0,0.0,0,9367.0,13763.0,161.0,360.0,0.0,0,1,0,0
0,0,0.0,0,16655.0,6659.0,642.0,180.0,1.0,0,0,1,0
1,0,0.0,1,14506.0,3562.0,295.0,240.0,1.0,1,0,1,0
0,1,2.0,0,5829.0,1499.0,440.0,360.0,1.0,1,0,0,1
1,0,1.0,0,24051.0,7430.0,441.0,180.0,0.0,0,1,0,0
1,0,2.0,0,4597.0,7705.0,377.0,360.0,0.752571737953438,0,0,0,1
0,0,0.0,0,2904.0,7626.0,264.0,360.0,1.0,0,0,0,0
1,0,1.0,0,6601.0,6679.0,416.0,180.0,1.0,1,0,1,0
1,1,0.0,0,2869.0,2788.0,131.0,360.0,1.0,0,0,0,1
0,0,2.0,0,23381.0,4876.0,125.0,360.0,1.0,1,1,1,0
1,1,1.0,0,8165.0,3708.0,576.0,360.0,0.0,0,0,0,0
0,1,0.0,0,19948.0,9899.0,552.0,300.0,0.752571737953438,0,0,0,1
1,1,0.0,0,4265.0,1769.0,528.0,360.0,1.0,0,1,0,1
1,1,2.0,1,20701.0,9510.0,421.0,360.0,0.0,0,0,0,1
1,0,1.0,0,2216.0,14226.0,314.0,360.0,1.0,0,0,0,1
1,0,0.0,0,15350.0,13746.0,313.0,360.0,1.0,1,0,0,0
0,0,0.9619249074563723,0,21924.0,6731.0,159.0,360.0,0.0,0,1,1,0
1,1,2.0,0,3211.0,11571.0,356.0,360.0,0.752571737953438,0,0,0,1
0,0,0.9619249074563723,0,23251.0,10965.0,249.0,240.0,0.0,0,0,1,0
1,1,0.0,1,7761.0,11182.0,275.0,240.0,1.0,1,0,0,0
0,1,1.0,1,17892.0,3044.0,234.0,180.0,0.752571737953438,0,0,1,0
0,1,3.0,0,22002.0,375.0,80.0,360.0,1.0,1,0,0,1
0,0,1.0,0,7586.0,6347.0,663.0,360.0,1.0,0,0,0,0
1,0,2.0,1,24267.0,3036.0,148.0,360.0,0.0,0,0,1,0
1,1,0.0,0,15862.0,8852.0,388.0,360.0,0.0,0,0,0,0
1,1,0.0,0,12723.0,6218.0,315.0,360.0,0.0,0,0,0,0
0,0,0.0,0,17720.0,9595.0,399.0,180.0,1.0,1,0,0,1
1,1,0.0,0,14892.0,740.0,593.0,360.0,1.0,0,1,0,0
0,0,0.0,0,21551.0,8495.0,506.0,360.0,1.0,0,1,1,0
0,1,0.0,0,3746.0,1085.0,137.0,360.0,1.0,0,0,1,0
1,1,0.9619249074563723,0,21510.0,14905.0,112.0,360.0,1.0,1,0,1,0
0,1,0.0,0,4322.0,13073.0,436.0,300.0,1.0,1,0,1,0
1,0,2.0,0,18734.0,11371.0,508.0,360.0,1.0,0,1,0,0
1,0,3.0,0,18991.0,1210.0,635.0,300.0,1.0,0,1,0,0
0,1,1.0,1,18183.0,11226.0,685.0,360.0,0.0,0,1,0,1
0,1,0.0,0,11169.0,8420.0,318.0,300.0,0.752571737953438,0,0,1,0
0,1,2.0,0,23284.0,3119.0,682.0,360.0,1.0,0,0,1,0
1,1,1.0,0,2582.0,10046.0,395.0,300.0,1.0,0,0,1,0
1,0,2.0,0,12648.0,267.0,127.0,360.0,1.0,1,0,0,0
0,0,2.0,0,9667.0,2774.0,414.0,360.0,1.0,1,0,1,0
0,1,0.9619249074563723,0,11057.0,11041.0,63.0,360.0,0.0,0,1,0,0
0,0,1.0,0,20684.0,4349.0,185.0,360.0,1.0,1,0,0,0
1,1,0.0,0,13228.0,4965.0,353.0,360.0,1.0,1,0,0,1
0,1,1.0,0,5451.0,10326.0,446.0,180.0,0.0,0,0,0,1
1,1,0.0,0,16177.0,13492.0,128.0,360.0,0.752571737953438,0,1,0,1
1,0,3.0,0,17469.0,13336.0,467.0,360.0,1.0,1,0,0,0
0,1,0.0,0,10467.0,8125.0,291.0,180.0,1.0,1,0,0,1
1,1,0.0,0,8268.0,3459.0,100.0,360.0,1.0,1,1,1,0
0,1,3.0,1,19336.0,10461.0,433.0,360.0,1.0,1,0,0,1
1,0,1.0,0,19565.0,989.0,424.0,300.0,1.0,1,0,1,0
1,0,0.0,0,15539.0,12684.0,255.0,314.1662255161461,1.0,1,0,0,0
0,0,1.0,0,3803.0,937.0,538.0,300.0,1.0,0,0,1,0
0,1,3.0,0,16663.0,6654.0,430.0,240.0,1.0,1,1,1,0
0,1,0.0,0,8657.0,14896.0,360.0,360.0,0.0,0,1,1,0
0,1,3.0,0,19735.0,6989.0,424.0,314.1662255161461,0.0,0,0,0,0
0,0,0.0,0,19781.0,8631.0,681.0,360.0,0.0,0,0,1,0
0,0,2.0,0,17629.0,7342.0,641.0,360.0,1.0,0,0,0,0
0,1,3.0,0,23709.0,6023.0,91.0,240.0,1.0,1,0,1,0
1,0,0.0,0,11019.0,2358.0,582.0,360.0,1.0,0,0,1,0
0,1,0.0,0,1744.0,10199.0,571.0,360.0,1.0,0,0,1,0
1,1,0.0,0,10448.0,3345.0,202.0,360.0,0.0,0,0,1,0
0,1,2.0,0,10515.0,12322.0,361.0,360.0,0.0,0,1,0,1
0,1,1.0,1,12519.0,6360.0,343.0,360.0,0.0,0,0,0,1
1,1,1.0,1,21691.0,4816.0,647.0,360.0,1.0,0,0,1,0
0,1,0.0,0,4279.0,3743.0,162.0,360.0,0.0,0,0,0,0
0,1,0.0,1,19730.0,7159.0,161.0,360.0,1.0,1,1,1,0
1,0,0.0,1,15223.0,518.0,224.0,360.0,1.0,1,0,0,0
0,1,0.0,0,24905.0,268.0,351.0,360.0,1.0,1,0,1,0
0,1,1.0,1,14303.0,12925.0,565.0,300.0,1.0,0,0,1,0
1,0,3.0,0,18357.0,14810.0,270.0,360.0,1.0,1,0,0,0
0,1,2.0,0,22015.0,5444.0,220.0,300.0,0.0,0,0,0,0
1,1,0.0,0,15198.0,5475.0,367.0,360.0,1.0,1,1,1,0
